500
354
154
112
296
109
480
500
146
98
383
58
236
43
217
127
231
82
158
448
57
183
167
341
89
245
44
325
171
269
36
500
83
403
184
84
45
26
205
200
186
500
42
213
217
267
128
325
421
231
43
500
283
53
116
45
500
170
155
65
293
53
500
63
414
329
81
253
211
87
197
172
257
224
323
354
245
260
290
467
328
248
269
446
306
154
350
500
253
418
184
340
486
331
333
278
239
336
248
349
